Barcode	Set	Platform	Type
GSE81076_D3en4_43	GSE81076	CEL-Seq	acinar
GSE81076_D3en4_46	GSE81076	CEL-Seq	acinar
GSE81076_D3en4_47	GSE81076	CEL-Seq	alpha
GSE81076_D3en4_48	GSE81076	CEL-Seq	acinar
GSE81076_D3en4_49	GSE81076	CEL-Seq	alpha
GSE81076_D3en4_52	GSE81076	CEL-Seq	alpha
GSE81076_D3en4_54	GSE81076	CEL-Seq	acinar
GSE81076_D3en4_56	GSE81076	CEL-Seq	beta
GSE81076_D3en4_58	GSE81076	CEL-Seq	alpha
GSE81076_D3en4_60	GSE81076	CEL-Seq	acinar
GSE81076_D3en4_61	GSE81076	CEL-Seq	ductal
GSE81076_D3en4_63	GSE81076	CEL-Seq	ductal
GSE81076_D3en4_64	GSE81076	CEL-Seq	ductal
GSE81076_D3en4_65	GSE81076	CEL-Seq	ductal
GSE81076_D3en4_68	GSE81076	CEL-Seq	acinar
GSE81076_D3en4_69	GSE81076	CEL-Seq	acinar
GSE81076_D3en4_71	GSE81076	CEL-Seq	alpha
GSE81076_D3en4_72	GSE81076	CEL-Seq	acinar
GSE81076_D3en4_73	GSE81076	CEL-Seq	ductal
GSE81076_D3en4_74	GSE81076	CEL-Seq	acinar
GSE81076_D3en4_83	GSE81076	CEL-Seq	acinar
GSE81076_D3en4_85	GSE81076	CEL-Seq	acinar
GSE81076_D3en4_87	GSE81076	CEL-Seq	acinar
GSE81076_D3en4_89	GSE81076	CEL-Seq	acinar
GSE81076_D3en4_91	GSE81076	CEL-Seq	alpha
GSE81076_D3en4_92	GSE81076	CEL-Seq	acinar
GSE81076_D3ex_3	GSE81076	CEL-Seq	ductal
GSE81076_D3ex_4	GSE81076	CEL-Seq	alpha
GSE81076_D3ex_5	GSE81076	CEL-Seq	acinar
GSE81076_D3ex_6	GSE81076	CEL-Seq	acinar
GSE81076_D3ex_9	GSE81076	CEL-Seq	ductal
GSE81076_D3ex_12	GSE81076	CEL-Seq	ductal
GSE81076_D3ex_34	GSE81076	CEL-Seq	acinar
GSE81076_D3ex_36	GSE81076	CEL-Seq	acinar
GSE81076_D3ex_41	GSE81076	CEL-Seq	beta
GSE81076_D3ex_48	GSE81076	CEL-Seq	delta
GSE81076_D3ex_55	GSE81076	CEL-Seq	acinar
GSE81076_D3ex_66	GSE81076	CEL-Seq	beta
GSE81076_D3ex_68	GSE81076	CEL-Seq	acinar
GSE81076_D3ex_71	GSE81076	CEL-Seq	acinar
GSE81076_D3ex_74	GSE81076	CEL-Seq	acinar
GSE81076_D3ex_76	GSE81076	CEL-Seq	acinar
GSE81076_D3ex_77	GSE81076	CEL-Seq	delta
GSE81076_D3ex_83	GSE81076	CEL-Seq	acinar
GSE81076_D3ex_87	GSE81076	CEL-Seq	alpha
GSE81076_D3ex_88	GSE81076	CEL-Seq	PP
GSE81076_D3ex_91	GSE81076	CEL-Seq	ductal
GSE81076_D3ex_92	GSE81076	CEL-Seq	ductal
GSE81076_D74_1	GSE81076	CEL-Seq	beta
GSE81076_D74_2	GSE81076	CEL-Seq	beta
GSE81076_D74_3	GSE81076	CEL-Seq	beta
GSE81076_D74_5	GSE81076	CEL-Seq	beta
GSE81076_D74_6	GSE81076	CEL-Seq	ductal
GSE81076_D74_7	GSE81076	CEL-Seq	MC
GSE81076_D74_8	GSE81076	CEL-Seq	alpha
GSE81076_D74_9	GSE81076	CEL-Seq	delta
GSE81076_D74_10	GSE81076	CEL-Seq	beta
GSE81076_D74_13	GSE81076	CEL-Seq	ductal
GSE81076_D74_14	GSE81076	CEL-Seq	acinar
GSE81076_D74_15	GSE81076	CEL-Seq	delta
GSE81076_D74_16	GSE81076	CEL-Seq	beta
GSE81076_D74_17	GSE81076	CEL-Seq	ductal
GSE81076_D74_18	GSE81076	CEL-Seq	ductal
GSE81076_D74_20	GSE81076	CEL-Seq	delta
GSE81076_D74_21	GSE81076	CEL-Seq	beta
GSE81076_D74_22	GSE81076	CEL-Seq	ductal
GSE81076_D74_23	GSE81076	CEL-Seq	ductal
GSE81076_D74_24	GSE81076	CEL-Seq	ductal
GSE81076_D74_25	GSE81076	CEL-Seq	delta
GSE81076_D74_26	GSE81076	CEL-Seq	ductal
GSE81076_D74_27	GSE81076	CEL-Seq	ductal
GSE81076_D74_28	GSE81076	CEL-Seq	ductal
GSE81076_D74_29	GSE81076	CEL-Seq	alpha
GSE81076_D74_31	GSE81076	CEL-Seq	ductal
GSE81076_D74_32	GSE81076	CEL-Seq	alpha
GSE81076_D74_33	GSE81076	CEL-Seq	beta
GSE81076_D74_34	GSE81076	CEL-Seq	ductal
GSE81076_D74_35	GSE81076	CEL-Seq	beta
GSE81076_D74_36	GSE81076	CEL-Seq	beta
GSE81076_D74_37	GSE81076	CEL-Seq	ductal
GSE81076_D74_39	GSE81076	CEL-Seq	ductal
GSE81076_D74_40	GSE81076	CEL-Seq	delta
GSE81076_D74_41	GSE81076	CEL-Seq	alpha
GSE81076_D74_42	GSE81076	CEL-Seq	alpha
GSE81076_D74_43	GSE81076	CEL-Seq	ductal
GSE81076_D74_44	GSE81076	CEL-Seq	MC
GSE81076_D74_45	GSE81076	CEL-Seq	MC
GSE81076_D74_46	GSE81076	CEL-Seq	ductal
GSE81076_D74_47	GSE81076	CEL-Seq	ductal
GSE81076_D74_49	GSE81076	CEL-Seq	beta
GSE81076_D74_51	GSE81076	CEL-Seq	beta
GSE81076_D74_52	GSE81076	CEL-Seq	alpha
GSE81076_D74_53	GSE81076	CEL-Seq	beta
GSE81076_D74_54	GSE81076	CEL-Seq	ductal
GSE81076_D74_55	GSE81076	CEL-Seq	alpha
GSE81076_D74_56	GSE81076	CEL-Seq	alpha
GSE81076_D74_57	GSE81076	CEL-Seq	alpha
GSE81076_D74_58	GSE81076	CEL-Seq	ductal
GSE81076_D74_59	GSE81076	CEL-Seq	delta
GSE81076_D74_60	GSE81076	CEL-Seq	ductal
GSE81076_D74_61	GSE81076	CEL-Seq	beta
GSE81076_D74_62	GSE81076	CEL-Seq	acinar
GSE81076_D74_63	GSE81076	CEL-Seq	ductal
GSE81076_D74_64	GSE81076	CEL-Seq	delta
GSE81076_D74_65	GSE81076	CEL-Seq	beta
GSE81076_D74_66	GSE81076	CEL-Seq	delta
GSE81076_D74_67	GSE81076	CEL-Seq	alpha
GSE81076_D74_68	GSE81076	CEL-Seq	alpha
GSE81076_D74_69	GSE81076	CEL-Seq	ductal
GSE81076_D74_70	GSE81076	CEL-Seq	alpha
GSE81076_D74_71	GSE81076	CEL-Seq	ductal
GSE81076_D74_73	GSE81076	CEL-Seq	ductal
GSE81076_D74_74	GSE81076	CEL-Seq	ductal
GSE81076_D74_75	GSE81076	CEL-Seq	alpha
GSE81076_D74_76	GSE81076	CEL-Seq	acinar
GSE81076_D74_77	GSE81076	CEL-Seq	beta
GSE81076_D74_78	GSE81076	CEL-Seq	ductal
GSE81076_D74_79	GSE81076	CEL-Seq	ductal
GSE81076_D74_81	GSE81076	CEL-Seq	acinar
GSE81076_D74_82	GSE81076	CEL-Seq	beta
GSE81076_D74_83	GSE81076	CEL-Seq	beta
GSE81076_D74_85	GSE81076	CEL-Seq	alpha
GSE81076_D74_86	GSE81076	CEL-Seq	beta
GSE81076_D74_87	GSE81076	CEL-Seq	alpha
GSE81076_D74_88	GSE81076	CEL-Seq	alpha
GSE81076_D74_89	GSE81076	CEL-Seq	alpha
GSE81076_D74_90	GSE81076	CEL-Seq	acinar
GSE81076_D74_91	GSE81076	CEL-Seq	ductal
GSE81076_D74_92	GSE81076	CEL-Seq	beta
GSE81076_D74_93	GSE81076	CEL-Seq	ductal
GSE81076_D74_94	GSE81076	CEL-Seq	ductal
GSE81076_D74_95	GSE81076	CEL-Seq	alpha
GSE81076_D71_1	GSE81076	CEL-Seq	acinar
GSE81076_D71_2	GSE81076	CEL-Seq	acinar
GSE81076_D71_3	GSE81076	CEL-Seq	alpha
GSE81076_D71_4	GSE81076	CEL-Seq	beta
GSE81076_D71_5	GSE81076	CEL-Seq	acinar
GSE81076_D71_6	GSE81076	CEL-Seq	ductal
GSE81076_D71_7	GSE81076	CEL-Seq	delta
GSE81076_D71_9	GSE81076	CEL-Seq	beta
GSE81076_D71_10	GSE81076	CEL-Seq	acinar
GSE81076_D71_11	GSE81076	CEL-Seq	ductal
GSE81076_D71_12	GSE81076	CEL-Seq	ductal
GSE81076_D71_14	GSE81076	CEL-Seq	ductal
GSE81076_D71_15	GSE81076	CEL-Seq	beta
GSE81076_D71_16	GSE81076	CEL-Seq	acinar
GSE81076_D71_17	GSE81076	CEL-Seq	alpha
GSE81076_D71_18	GSE81076	CEL-Seq	ductal
GSE81076_D71_19	GSE81076	CEL-Seq	beta
GSE81076_D71_20	GSE81076	CEL-Seq	alpha
GSE81076_D71_21	GSE81076	CEL-Seq	beta
GSE81076_D71_22	GSE81076	CEL-Seq	MC
GSE81076_D71_23	GSE81076	CEL-Seq	ductal
GSE81076_D71_26	GSE81076	CEL-Seq	beta
GSE81076_D71_27	GSE81076	CEL-Seq	ductal
GSE81076_D71_28	GSE81076	CEL-Seq	ductal
GSE81076_D71_29	GSE81076	CEL-Seq	beta
GSE81076_D71_30	GSE81076	CEL-Seq	beta
GSE81076_D71_31	GSE81076	CEL-Seq	ductal
GSE81076_D71_32	GSE81076	CEL-Seq	delta
GSE81076_D71_33	GSE81076	CEL-Seq	ductal
GSE81076_D71_34	GSE81076	CEL-Seq	acinar
GSE81076_D71_35	GSE81076	CEL-Seq	delta
GSE81076_D71_36	GSE81076	CEL-Seq	beta
GSE81076_D71_37	GSE81076	CEL-Seq	alpha
GSE81076_D71_38	GSE81076	CEL-Seq	beta
GSE81076_D71_39	GSE81076	CEL-Seq	acinar
GSE81076_D71_40	GSE81076	CEL-Seq	alpha
GSE81076_D71_41	GSE81076	CEL-Seq	ductal
GSE81076_D71_42	GSE81076	CEL-Seq	beta
GSE81076_D71_43	GSE81076	CEL-Seq	alpha
GSE81076_D71_44	GSE81076	CEL-Seq	ductal
GSE81076_D71_45	GSE81076	CEL-Seq	ductal
GSE81076_D71_47	GSE81076	CEL-Seq	alpha
GSE81076_D71_48	GSE81076	CEL-Seq	delta
GSE81076_D71_49	GSE81076	CEL-Seq	beta
GSE81076_D71_51	GSE81076	CEL-Seq	beta
GSE81076_D71_52	GSE81076	CEL-Seq	ductal
GSE81076_D71_53	GSE81076	CEL-Seq	ductal
GSE81076_D71_54	GSE81076	CEL-Seq	beta
GSE81076_D71_55	GSE81076	CEL-Seq	beta
GSE81076_D71_56	GSE81076	CEL-Seq	ductal
GSE81076_D71_57	GSE81076	CEL-Seq	beta
GSE81076_D71_58	GSE81076	CEL-Seq	MC
GSE81076_D71_59	GSE81076	CEL-Seq	delta
GSE81076_D71_61	GSE81076	CEL-Seq	beta
GSE81076_D71_62	GSE81076	CEL-Seq	beta
GSE81076_D71_63	GSE81076	CEL-Seq	beta
GSE81076_D71_64	GSE81076	CEL-Seq	ductal
GSE81076_D71_65	GSE81076	CEL-Seq	ductal
GSE81076_D71_66	GSE81076	CEL-Seq	ductal
GSE81076_D71_67	GSE81076	CEL-Seq	ductal
GSE81076_D71_68	GSE81076	CEL-Seq	MC
GSE81076_D71_69	GSE81076	CEL-Seq	ductal
GSE81076_D71_70	GSE81076	CEL-Seq	ductal
GSE81076_D71_71	GSE81076	CEL-Seq	ductal
GSE81076_D71_72	GSE81076	CEL-Seq	acinar
GSE81076_D71_73	GSE81076	CEL-Seq	ductal
GSE81076_D71_75	GSE81076	CEL-Seq	ductal
GSE81076_D71_76	GSE81076	CEL-Seq	alpha
GSE81076_D71_78	GSE81076	CEL-Seq	acinar
GSE81076_D71_79	GSE81076	CEL-Seq	delta
GSE81076_D71_80	GSE81076	CEL-Seq	acinar
GSE81076_D71_81	GSE81076	CEL-Seq	ductal
GSE81076_D71_82	GSE81076	CEL-Seq	beta
GSE81076_D71_83	GSE81076	CEL-Seq	beta
GSE81076_D71_84	GSE81076	CEL-Seq	beta
GSE81076_D71_85	GSE81076	CEL-Seq	ductal
GSE81076_D71_86	GSE81076	CEL-Seq	beta
GSE81076_D71_87	GSE81076	CEL-Seq	delta
GSE81076_D71_90	GSE81076	CEL-Seq	beta
GSE81076_D71_91	GSE81076	CEL-Seq	delta
GSE81076_D71_92	GSE81076	CEL-Seq	acinar
GSE81076_D71_93	GSE81076	CEL-Seq	alpha
GSE81076_D71_94	GSE81076	CEL-Seq	delta
GSE81076_D71_95	GSE81076	CEL-Seq	ductal
GSE81076_D72_1	GSE81076	CEL-Seq	acinar
GSE81076_D72_2	GSE81076	CEL-Seq	alpha
GSE81076_D72_4	GSE81076	CEL-Seq	ductal
GSE81076_D72_5	GSE81076	CEL-Seq	delta
GSE81076_D72_8	GSE81076	CEL-Seq	alpha
GSE81076_D72_10	GSE81076	CEL-Seq	alpha
GSE81076_D72_15	GSE81076	CEL-Seq	ductal
GSE81076_D72_18	GSE81076	CEL-Seq	acinar
GSE81076_D72_20	GSE81076	CEL-Seq	beta
GSE81076_D72_21	GSE81076	CEL-Seq	delta
GSE81076_D72_22	GSE81076	CEL-Seq	acinar
GSE81076_D72_23	GSE81076	CEL-Seq	ductal
GSE81076_D72_25	GSE81076	CEL-Seq	MC
GSE81076_D72_29	GSE81076	CEL-Seq	alpha
GSE81076_D72_31	GSE81076	CEL-Seq	ductal
GSE81076_D72_32	GSE81076	CEL-Seq	ductal
GSE81076_D72_33	GSE81076	CEL-Seq	acinar
GSE81076_D72_34	GSE81076	CEL-Seq	ductal
GSE81076_D72_37	GSE81076	CEL-Seq	ductal
GSE81076_D72_38	GSE81076	CEL-Seq	beta
GSE81076_D72_39	GSE81076	CEL-Seq	delta
GSE81076_D72_40	GSE81076	CEL-Seq	acinar
GSE81076_D72_41	GSE81076	CEL-Seq	beta
GSE81076_D72_42	GSE81076	CEL-Seq	beta
GSE81076_D72_43	GSE81076	CEL-Seq	ductal
GSE81076_D72_47	GSE81076	CEL-Seq	alpha
GSE81076_D72_48	GSE81076	CEL-Seq	alpha
GSE81076_D72_49	GSE81076	CEL-Seq	ductal
GSE81076_D72_52	GSE81076	CEL-Seq	ductal
GSE81076_D72_53	GSE81076	CEL-Seq	ductal
GSE81076_D72_54	GSE81076	CEL-Seq	alpha
GSE81076_D72_55	GSE81076	CEL-Seq	beta
GSE81076_D72_57	GSE81076	CEL-Seq	beta
GSE81076_D72_59	GSE81076	CEL-Seq	alpha
GSE81076_D72_61	GSE81076	CEL-Seq	ductal
GSE81076_D72_64	GSE81076	CEL-Seq	alpha
GSE81076_D72_65	GSE81076	CEL-Seq	ductal
GSE81076_D72_66	GSE81076	CEL-Seq	ductal
GSE81076_D72_67	GSE81076	CEL-Seq	alpha
GSE81076_D72_68	GSE81076	CEL-Seq	ductal
GSE81076_D72_69	GSE81076	CEL-Seq	delta
GSE81076_D72_71	GSE81076	CEL-Seq	delta
GSE81076_D72_72	GSE81076	CEL-Seq	ductal
GSE81076_D72_75	GSE81076	CEL-Seq	delta
GSE81076_D72_76	GSE81076	CEL-Seq	ductal
GSE81076_D72_77	GSE81076	CEL-Seq	delta
GSE81076_D72_78	GSE81076	CEL-Seq	delta
GSE81076_D72_79	GSE81076	CEL-Seq	alpha
GSE81076_D72_80	GSE81076	CEL-Seq	ductal
GSE81076_D72_81	GSE81076	CEL-Seq	beta
GSE81076_D72_82	GSE81076	CEL-Seq	ductal
GSE81076_D72_84	GSE81076	CEL-Seq	beta
GSE81076_D72_85	GSE81076	CEL-Seq	alpha
GSE81076_D72_86	GSE81076	CEL-Seq	ductal
GSE81076_D72_87	GSE81076	CEL-Seq	alpha
GSE81076_D72_88	GSE81076	CEL-Seq	alpha
GSE81076_D72_91	GSE81076	CEL-Seq	alpha
GSE81076_D72_92	GSE81076	CEL-Seq	alpha
GSE81076_D72_93	GSE81076	CEL-Seq	ductal
GSE81076_D72_95	GSE81076	CEL-Seq	acinar
GSE81076_D72_96	GSE81076	CEL-Seq	beta
GSE81076_D73_1	GSE81076	CEL-Seq	alpha
GSE81076_D73_2	GSE81076	CEL-Seq	ductal
GSE81076_D73_3	GSE81076	CEL-Seq	alpha
GSE81076_D73_4	GSE81076	CEL-Seq	beta
GSE81076_D73_5	GSE81076	CEL-Seq	ductal
GSE81076_D73_6	GSE81076	CEL-Seq	alpha
GSE81076_D73_7	GSE81076	CEL-Seq	alpha
GSE81076_D73_8	GSE81076	CEL-Seq	ductal
GSE81076_D73_9	GSE81076	CEL-Seq	beta
GSE81076_D73_10	GSE81076	CEL-Seq	alpha
GSE81076_D73_11	GSE81076	CEL-Seq	ductal
GSE81076_D73_12	GSE81076	CEL-Seq	beta
GSE81076_D73_13	GSE81076	CEL-Seq	alpha
GSE81076_D73_14	GSE81076	CEL-Seq	alpha
GSE81076_D73_16	GSE81076	CEL-Seq	MC
GSE81076_D73_17	GSE81076	CEL-Seq	alpha
GSE81076_D73_18	GSE81076	CEL-Seq	ductal
GSE81076_D73_19	GSE81076	CEL-Seq	ductal
GSE81076_D73_20	GSE81076	CEL-Seq	PP
GSE81076_D73_21	GSE81076	CEL-Seq	beta
GSE81076_D73_22	GSE81076	CEL-Seq	beta
GSE81076_D73_23	GSE81076	CEL-Seq	ductal
GSE81076_D73_24	GSE81076	CEL-Seq	ductal
GSE81076_D73_25	GSE81076	CEL-Seq	ductal
GSE81076_D73_26	GSE81076	CEL-Seq	ductal
GSE81076_D73_27	GSE81076	CEL-Seq	ductal
GSE81076_D73_28	GSE81076	CEL-Seq	beta
GSE81076_D73_29	GSE81076	CEL-Seq	ductal
GSE81076_D73_30	GSE81076	CEL-Seq	delta
GSE81076_D73_31	GSE81076	CEL-Seq	alpha
GSE81076_D73_32	GSE81076	CEL-Seq	alpha
GSE81076_D73_33	GSE81076	CEL-Seq	alpha
GSE81076_D73_34	GSE81076	CEL-Seq	ductal
GSE81076_D73_35	GSE81076	CEL-Seq	ductal
GSE81076_D73_36	GSE81076	CEL-Seq	alpha
GSE81076_D73_37	GSE81076	CEL-Seq	acinar
GSE81076_D73_38	GSE81076	CEL-Seq	delta
GSE81076_D73_39	GSE81076	CEL-Seq	MC
GSE81076_D73_40	GSE81076	CEL-Seq	ductal
GSE81076_D73_41	GSE81076	CEL-Seq	alpha
GSE81076_D73_42	GSE81076	CEL-Seq	beta
GSE81076_D73_43	GSE81076	CEL-Seq	acinar
GSE81076_D73_44	GSE81076	CEL-Seq	beta
GSE81076_D73_45	GSE81076	CEL-Seq	beta
GSE81076_D73_46	GSE81076	CEL-Seq	ductal
GSE81076_D73_48	GSE81076	CEL-Seq	acinar
GSE81076_D73_49	GSE81076	CEL-Seq	ductal
GSE81076_D73_50	GSE81076	CEL-Seq	ductal
GSE81076_D73_51	GSE81076	CEL-Seq	ductal
GSE81076_D73_52	GSE81076	CEL-Seq	acinar
GSE81076_D73_54	GSE81076	CEL-Seq	ductal
GSE81076_D73_55	GSE81076	CEL-Seq	beta
GSE81076_D73_56	GSE81076	CEL-Seq	EC
GSE81076_D73_57	GSE81076	CEL-Seq	ductal
GSE81076_D73_58	GSE81076	CEL-Seq	alpha
GSE81076_D73_59	GSE81076	CEL-Seq	alpha
GSE81076_D73_60	GSE81076	CEL-Seq	ductal
GSE81076_D73_61	GSE81076	CEL-Seq	beta
GSE81076_D73_62	GSE81076	CEL-Seq	beta
GSE81076_D73_63	GSE81076	CEL-Seq	ductal
GSE81076_D73_64	GSE81076	CEL-Seq	ductal
GSE81076_D73_65	GSE81076	CEL-Seq	ductal
GSE81076_D73_67	GSE81076	CEL-Seq	beta
GSE81076_D73_68	GSE81076	CEL-Seq	acinar
GSE81076_D73_69	GSE81076	CEL-Seq	alpha
GSE81076_D73_70	GSE81076	CEL-Seq	ductal
GSE81076_D73_71	GSE81076	CEL-Seq	ductal
GSE81076_D73_72	GSE81076	CEL-Seq	beta
GSE81076_D73_73	GSE81076	CEL-Seq	ductal
GSE81076_D73_76	GSE81076	CEL-Seq	beta
GSE81076_D73_78	GSE81076	CEL-Seq	ductal
GSE81076_D73_79	GSE81076	CEL-Seq	alpha
GSE81076_D73_81	GSE81076	CEL-Seq	alpha
GSE81076_D73_82	GSE81076	CEL-Seq	delta
GSE81076_D73_83	GSE81076	CEL-Seq	acinar
GSE81076_D73_84	GSE81076	CEL-Seq	ductal
GSE81076_D73_85	GSE81076	CEL-Seq	beta
GSE81076_D73_86	GSE81076	CEL-Seq	delta
GSE81076_D73_87	GSE81076	CEL-Seq	beta
GSE81076_D73_89	GSE81076	CEL-Seq	ductal
GSE81076_D73_90	GSE81076	CEL-Seq	delta
GSE81076_D73_91	GSE81076	CEL-Seq	beta
GSE81076_D73_92	GSE81076	CEL-Seq	beta
GSE81076_D73_96	GSE81076	CEL-Seq	ductal
GSE81076_D10631_2	GSE81076	CEL-Seq	ductal
GSE81076_D10631_3	GSE81076	CEL-Seq	ductal
GSE81076_D10631_10	GSE81076	CEL-Seq	acinar
GSE81076_D10631_15	GSE81076	CEL-Seq	acinar
GSE81076_D10631_17	GSE81076	CEL-Seq	acinar
GSE81076_D10631_24	GSE81076	CEL-Seq	ductal
GSE81076_D10631_29	GSE81076	CEL-Seq	acinar
GSE81076_D10631_34	GSE81076	CEL-Seq	alpha
GSE81076_D10631_38	GSE81076	CEL-Seq	acinar
GSE81076_D10631_40	GSE81076	CEL-Seq	acinar
GSE81076_D10631_45	GSE81076	CEL-Seq	ductal
GSE81076_D10631_48	GSE81076	CEL-Seq	acinar
GSE81076_D10631_50	GSE81076	CEL-Seq	alpha
GSE81076_D10631_53	GSE81076	CEL-Seq	acinar
GSE81076_D10631_54	GSE81076	CEL-Seq	acinar
GSE81076_D10631_56	GSE81076	CEL-Seq	ductal
GSE81076_D10631_57	GSE81076	CEL-Seq	acinar
GSE81076_D10631_61	GSE81076	CEL-Seq	alpha
GSE81076_D10631_63	GSE81076	CEL-Seq	ductal
GSE81076_D10631_65	GSE81076	CEL-Seq	ductal
GSE81076_D10631_66	GSE81076	CEL-Seq	acinar
GSE81076_D10631_67	GSE81076	CEL-Seq	acinar
GSE81076_D10631_68	GSE81076	CEL-Seq	ductal
GSE81076_D10631_69	GSE81076	CEL-Seq	acinar
GSE81076_D10631_70	GSE81076	CEL-Seq	MC
GSE81076_D10631_76	GSE81076	CEL-Seq	ductal
GSE81076_D10631_85	GSE81076	CEL-Seq	ductal
GSE81076_D10631_88	GSE81076	CEL-Seq	alpha
GSE81076_D10631_90	GSE81076	CEL-Seq	ductal
GSE81076_D10631_91	GSE81076	CEL-Seq	acinar
GSE81076_D10631_92	GSE81076	CEL-Seq	ductal
GSE81076_D10631_95	GSE81076	CEL-Seq	acinar
GSE81076_D10631_96	GSE81076	CEL-Seq	acinar
GSE81076_D101_5	GSE81076	CEL-Seq	PP
GSE81076_D101_7	GSE81076	CEL-Seq	acinar
GSE81076_D101_10	GSE81076	CEL-Seq	alpha
GSE81076_D101_13	GSE81076	CEL-Seq	delta
GSE81076_D101_14	GSE81076	CEL-Seq	beta
GSE81076_D101_17	GSE81076	CEL-Seq	ductal
GSE81076_D101_21	GSE81076	CEL-Seq	EC
GSE81076_D101_22	GSE81076	CEL-Seq	delta
GSE81076_D101_24	GSE81076	CEL-Seq	acinar
GSE81076_D101_25	GSE81076	CEL-Seq	alpha
GSE81076_D101_27	GSE81076	CEL-Seq	ductal
GSE81076_D101_28	GSE81076	CEL-Seq	alpha
GSE81076_D101_29	GSE81076	CEL-Seq	ductal
GSE81076_D101_31	GSE81076	CEL-Seq	beta
GSE81076_D101_35	GSE81076	CEL-Seq	beta
GSE81076_D101_37	GSE81076	CEL-Seq	ductal
GSE81076_D101_43	GSE81076	CEL-Seq	PP
GSE81076_D101_48	GSE81076	CEL-Seq	MC
GSE81076_D101_50	GSE81076	CEL-Seq	acinar
GSE81076_D101_51	GSE81076	CEL-Seq	acinar
GSE81076_D101_52	GSE81076	CEL-Seq	acinar
GSE81076_D101_53	GSE81076	CEL-Seq	acinar
GSE81076_D101_66	GSE81076	CEL-Seq	acinar
GSE81076_D101_69	GSE81076	CEL-Seq	ductal
GSE81076_D101_72	GSE81076	CEL-Seq	ductal
GSE81076_D101_73	GSE81076	CEL-Seq	beta
GSE81076_D101_74	GSE81076	CEL-Seq	acinar
GSE81076_D101_81	GSE81076	CEL-Seq	alpha
GSE81076_D101_82	GSE81076	CEL-Seq	acinar
GSE81076_D101_84	GSE81076	CEL-Seq	alpha
GSE81076_D101_89	GSE81076	CEL-Seq	beta
GSE81076_D101_93	GSE81076	CEL-Seq	PP
GSE81076_D101_95	GSE81076	CEL-Seq	alpha
GSE81076_D102_1	GSE81076	CEL-Seq	ductal
GSE81076_D102_4	GSE81076	CEL-Seq	PP
GSE81076_D102_7	GSE81076	CEL-Seq	beta
GSE81076_D102_11	GSE81076	CEL-Seq	beta
GSE81076_D102_17	GSE81076	CEL-Seq	delta
GSE81076_D102_18	GSE81076	CEL-Seq	beta
GSE81076_D102_21	GSE81076	CEL-Seq	EC
GSE81076_D102_24	GSE81076	CEL-Seq	beta
GSE81076_D102_25	GSE81076	CEL-Seq	beta
GSE81076_D102_26	GSE81076	CEL-Seq	acinar
GSE81076_D102_39	GSE81076	CEL-Seq	beta
GSE81076_D102_40	GSE81076	CEL-Seq	alpha
GSE81076_D102_45	GSE81076	CEL-Seq	beta
GSE81076_D102_50	GSE81076	CEL-Seq	delta
GSE81076_D102_51	GSE81076	CEL-Seq	acinar
GSE81076_D102_54	GSE81076	CEL-Seq	acinar
GSE81076_D102_55	GSE81076	CEL-Seq	beta
GSE81076_D102_57	GSE81076	CEL-Seq	EC
GSE81076_D102_58	GSE81076	CEL-Seq	beta
GSE81076_D102_59	GSE81076	CEL-Seq	beta
GSE81076_D102_61	GSE81076	CEL-Seq	delta
GSE81076_D102_63	GSE81076	CEL-Seq	beta
GSE81076_D102_64	GSE81076	CEL-Seq	ductal
GSE81076_D102_66	GSE81076	CEL-Seq	beta
GSE81076_D102_68	GSE81076	CEL-Seq	alpha
GSE81076_D102_69	GSE81076	CEL-Seq	acinar
GSE81076_D102_71	GSE81076	CEL-Seq	acinar
GSE81076_D102_73	GSE81076	CEL-Seq	ductal
GSE81076_D102_76	GSE81076	CEL-Seq	acinar
GSE81076_D102_78	GSE81076	CEL-Seq	ductal
GSE81076_D102_79	GSE81076	CEL-Seq	ductal
GSE81076_D102_87	GSE81076	CEL-Seq	ductal
GSE81076_D102_91	GSE81076	CEL-Seq	acinar
GSE81076_D102_93	GSE81076	CEL-Seq	alpha
GSE81076_D102_94	GSE81076	CEL-Seq	alpha
GSE81076_D102_96	GSE81076	CEL-Seq	beta
GSE81076_D1713_1	GSE81076	CEL-Seq	ductal
GSE81076_D1713_2	GSE81076	CEL-Seq	ductal
GSE81076_D1713_3	GSE81076	CEL-Seq	ductal
GSE81076_D1713_4	GSE81076	CEL-Seq	ductal
GSE81076_D1713_5	GSE81076	CEL-Seq	ductal
GSE81076_D1713_8	GSE81076	CEL-Seq	acinar
GSE81076_D1713_9	GSE81076	CEL-Seq	alpha
GSE81076_D1713_10	GSE81076	CEL-Seq	ductal
GSE81076_D1713_11	GSE81076	CEL-Seq	beta
GSE81076_D1713_12	GSE81076	CEL-Seq	ductal
GSE81076_D1713_13	GSE81076	CEL-Seq	ductal
GSE81076_D1713_14	GSE81076	CEL-Seq	ductal
GSE81076_D1713_15	GSE81076	CEL-Seq	acinar
GSE81076_D1713_16	GSE81076	CEL-Seq	acinar
GSE81076_D1713_17	GSE81076	CEL-Seq	ductal
GSE81076_D1713_18	GSE81076	CEL-Seq	beta
GSE81076_D1713_19	GSE81076	CEL-Seq	beta
GSE81076_D1713_20	GSE81076	CEL-Seq	ductal
GSE81076_D1713_21	GSE81076	CEL-Seq	alpha
